customers_org,product,relevancy_score
A10123,5649815,0.42858992
A10123,5649659,0.392219666
A10123,5650743,0.373740447
A10123,5650570,0.297458648
A10123,5649903,0.288013543
A10123,5650494,0.278866167
A10123,5649963,0.267652914
A10124,5650743,0.565530584
A10124,5650752,0.4846252270000001
A10124,5650506,0.484517222
A10124,5650644,0.443501565
A10124,5650516,0.435220709
A10124,5649648,0.42189628
A10124,5650562,0.372742235
A10124,5650659,0.354310854
A10125,5650542,0.444305934
A10125,5650656,0.393136305
A10125,5649659,0.374433366
A10125,5649857,0.35316915200000004
A10125,5649903,0.335771937
A10125,5650644,0.33565674799999995
A10125,5650672,0.317262898
A10125,5649815,0.315727962
A10126,5650752,0.4802212420000001
A10126,5649903,0.415449082
A10126,5649963,0.413743553
A10126,5649648,0.4128580770000001
A10126,5649659,0.4068499370000001
A10126,5650057,0.379131867
A10126,5650656,0.340208225
A10126,5650706,0.325487415
A10127,5650752,0.495600245
A10127,5650743,0.471961853
A10127,5650492,0.45004415
A10127,5650455,0.367064447
A10127,5649659,0.35874603200000005
A10127,5650746,0.33789911799999994
A10127,5650706,0.32703634
A10127,5650570,0.322003574
A10128,5650746,0.333280029
A10128,5649950,0.292063898
A10128,5649607,0.286975377
A10128,5650640,0.284619832
A10128,5650752,0.269433532
A10128,5650486,0.268123164
A10128,5650455,0.260414021
A10128,5649963,0.256593753
A10129,5650752,0.45199399
A10129,5650656,0.442171714
A10129,5650578,0.375226111
A10129,5650529,0.366318752
A10129,5650746,0.36114524
A10129,5650706,0.339903048
A10129,5649963,0.33750483299999995
A10129,5650570,0.336975294
A10130,5650743,0.460823982
A10130,5650570,0.443369465
A10130,5649950,0.435571214
A10130,5649648,0.391030766
A10130,5650640,0.385327949
A10130,5650706,0.38132704
A10130,5650462,0.347298515
A10130,5649815,0.344156095
A10131,5650542,0.427996361
A10131,5649662,0.398391128
A10131,5650743,0.359374463
A10131,5650465,0.343827349
A10131,5650746,0.33970441700000004
A10131,5650659,0.33582623100000003
A10131,5649659,0.319840265
A10131,5650486,0.29620269
A10132,5650752,0.324788304
A10132,5649648,0.322516873
A10132,5649815,0.318590557
A10132,5649847,0.307997762
A10132,5649963,0.289167599
A10132,5650486,0.271184565
A10132,5650644,0.263048281
A10132,5650580,0.262015606
A10133,5650542,0.415234328
A10133,5650544,0.396549409
A10133,5649648,0.3891042320000001
A10133,5650578,0.381544714
A10133,5649903,0.302615308
A10133,5650423,0.292388877
A10133,5649607,0.272060374
A10133,5650644,0.22561245
A10134,5649648,0.526624904
A10134,5650743,0.44932369
A10134,5650544,0.423959061
A10134,5649950,0.415892376
A10134,5650486,0.382740506
A10134,5650706,0.368537436
A10134,5650453,0.365256199
A10134,5650570,0.35695939600000004
A10135,5650746,0.386361822
A10135,5650752,0.329336218
A10135,5649963,0.319161569
A10135,5649859,0.296412654
A10135,5650578,0.28705254
A10135,5650659,0.287000319
A10135,5650656,0.281014143
A10135,5649681,0.279384403
A10136,5650743,0.453815059
A10136,5650746,0.407179968
A10136,5650542,0.406763924
A10136,5650506,0.369297413
A10136,5650562,0.36000824
A10136,5649963,0.353010854
A10136,5649659,0.322609866
A10136,5650706,0.315824869
A10137,5650656,0.341070656
A10137,5650704,0.304344846
A10137,5650558,0.278571738
A10137,5650644,0.277347673
A10137,5650475,0.275260447
A10137,5650659,0.272217036
A10137,5649630,0.270919869
A10137,5650692,0.262162542
A10138,5649681,0.439455794
A10138,5650752,0.386657886
A10138,5650494,0.384008818
A10138,5650659,0.377583
A10138,5650743,0.376000954
A10138,5649838,0.363915689
A10138,5650672,0.351297381
A10138,5650704,0.34779610200000005
A10139,5650743,0.408100433
A10139,5650752,0.405164121
A10139,5650506,0.3568278520000001
A10139,5650562,0.356722154
A10139,5650512,0.326996503
A10139,5649607,0.31733410300000003
A10139,5650445,0.311682192
A10139,5649648,0.304468943
A10140,5650752,0.471095946
A10140,5649630,0.445272808
A10140,5650506,0.437737881
A10140,5650455,0.412487332
A10140,5649963,0.405623098
A10140,5649903,0.382714951
A10140,5650562,0.378243763
A10140,5650746,0.342705975
A10141,5649648,0.587468703
A10141,5650743,0.557183897
A10141,5650494,0.470512755
A10141,5650752,0.462586376
A10141,5650562,0.4567297000000001
A10141,5650506,0.437114064
A10141,5650570,0.417097017
A10141,5649815,0.404779912
A10142,5650743,0.44052232
A10142,5650752,0.415545346
A10142,5649815,0.39151232
A10142,5650562,0.37946584
A10142,5650570,0.378035756
A10142,5649630,0.365019423
A10142,5649659,0.326509576
A10142,5650672,0.310434383
A10143,5650506,0.4349876720000001
A10143,5650542,0.379361253
A10143,5650743,0.36196728
A10143,5650462,0.327441986
A10143,5650570,0.299371162
A10143,5650486,0.290005733
A10143,5649815,0.284712504
A10143,5650492,0.281397036
A10144,5649919,0.640485745
A10144,5650542,0.500068046
A10144,5650544,0.412482806
A10144,5650506,0.411409358
A10144,5649857,0.357555379
A10144,5649963,0.35299733200000005
A10144,5649903,0.324402576
A10144,5650580,0.324009723
A10145,5650746,0.366876066
A10145,5650542,0.353793641
A10145,5650743,0.351208389
A10145,5649607,0.313784051
A10145,5650544,0.289683674
A10145,5650562,0.265284868
A10145,5650465,0.265004664
A10145,5650646,0.262380684
A10146,5650743,0.50512079
A10146,5650746,0.422908482
A10146,5650542,0.385038602
A10146,5649963,0.383094166
A10146,5649815,0.359286495
A10146,5650560,0.307366878
A10146,5650506,0.304988552
A10146,5649607,0.303311907
A10147,5650743,0.457945352
A10147,5650746,0.370514321
A10147,5650462,0.360947309
A10147,5650453,0.338367937
A10147,5649653,0.31107286100000003
A10147,5650659,0.302405052
A10147,5650486,0.290159561
A10147,5650457,0.277918773
A10148,5650656,0.435407016
A10148,5650752,0.420954523
A10148,5649648,0.411341833
A10148,5650057,0.402275271
A10148,5650672,0.381708445
A10148,5649908,0.37092353
A10148,5650510,0.367640511
A10148,5650544,0.365995468
A10149,5650743,0.495760646
A10149,5650542,0.437110676
A10149,5650462,0.435115624
A10149,5650659,0.397620081
A10149,5649653,0.368967235
A10149,5650544,0.366971658
A10149,5650510,0.324753578
A10149,5649963,0.307954917
A10150,5650506,0.430236074
A10150,5650743,0.420858873
A10150,5649950,0.417539492
A10150,5650752,0.416026256
A10150,5650578,0.410612289
A10150,5649653,0.407724051
A10150,5650544,0.379855014
A10150,5649679,0.35692329799999994
A10151,5649653,0.5927708110000001
A10151,5650562,0.556110801
A10151,5649607,0.431107822
A10151,5650743,0.398294133
A10151,5649950,0.379219281
A10151,5649903,0.374876804
A10151,5649648,0.372065642
A10151,5650558,0.352454854
A10152,5650752,0.404745158
A10152,5650506,0.383669354
A10152,5650656,0.325685375
A10152,5649919,0.283375265
A10152,5650544,0.265920689
A10152,5649648,0.26410698
A10152,5649859,0.253865682
A10152,5649903,0.246378302
A10153,5650743,0.511866388
A10153,5650542,0.442255012
A10153,5650544,0.423473068
A10153,5650562,0.356766343
A10153,5650706,0.33467422
A10153,5650640,0.31328328
A10153,5650644,0.306786753
A10153,5650672,0.298536067
A10154,5650752,0.363085355
A10154,5649815,0.33405826
A10154,5650656,0.303354607
A10154,5650506,0.292901681
A10154,5649963,0.285228082
A10154,5650486,0.278518495
A10154,5650644,0.268265457
A10154,5649950,0.263916263
A10155,5650743,0.447759138
A10155,5650462,0.354829354
A10155,5650562,0.344048003
A10155,5650704,0.30326874
A10155,5649607,0.30308319300000003
A10155,5650494,0.295791642
A10155,5650510,0.28364186
A10155,5649963,0.269058202
A10156,5650529,0.417733013
A10156,5650475,0.342104676
A10156,5650656,0.33647645200000004
A10156,5649648,0.327870442
A10156,5649963,0.326648685
A10156,5649903,0.28873908600000003
A10156,5650704,0.267161605
A10156,5650489,0.262573942
A10157,5650542,0.443578406
A10157,5650659,0.383577091
A10157,5650706,0.362664142
A10157,5649903,0.313438804
A10157,5650640,0.310662893
A10157,5649950,0.28128944
A10157,5649963,0.280711419
A10157,5650057,0.27718149
A10158,5650752,0.348168191
A10158,5650746,0.28091928
A10158,5650544,0.275696672
A10158,5650659,0.258104447
A10158,5650560,0.257710221
A10158,5650656,0.257684695
A10158,5650506,0.256568665
A10158,5650465,0.254636289
A10159,5650544,0.34990275200000004
A10159,5650746,0.33860106100000004
A10159,5649963,0.32834478100000003
A10159,5650659,0.320988801
A10159,5650486,0.317728943
A10159,5649701,0.31327706
A10159,5650558,0.308387432
A10159,5650706,0.304703849
A10160,5650752,0.4745781220000001
A10160,5650659,0.348952554
A10160,5650506,0.335010267
A10160,5650516,0.331021244
A10160,5650465,0.325976853
A10160,5650462,0.324820139
A10160,5650431,0.31496524
A10160,5650746,0.310899961
A10161,5650646,0.530971381
A10161,5650752,0.45293487
A10161,5650506,0.428981694
A10161,5650656,0.394323248
A10161,5650057,0.384214284
A10161,5649963,0.372727222
A10161,5650570,0.367072157
A10161,5649838,0.345708876
A10162,5650568,0.61150576
A10162,5650743,0.497285155
A10162,5650542,0.370139955
A10162,5650506,0.361282188
A10162,5649857,0.323532434
A10162,5649963,0.321905324
A10162,5649648,0.287901887
A10162,5650544,0.285982334
A10163,5650578,0.392615469
A10163,5650752,0.390852111
A10163,5650656,0.363530458
A10163,5650492,0.352229878
A10163,5649815,0.309130264
A10163,5650560,0.295718889
A10163,5650494,0.281023225
A10163,5650704,0.279431045
A10164,5650752,0.421911788
A10164,5650656,0.395311764
A10164,5650544,0.386036931
A10164,5650562,0.368247272
A10164,5650506,0.336446865
A10164,5649963,0.335454815
A10164,5650570,0.322473327
A10164,5649659,0.284589983
A10165,5650743,0.427111499
A10165,5650752,0.368979239
A10165,5649630,0.29656587
A10165,5649950,0.293470327
A10165,5650746,0.289197565
A10165,5650544,0.279671296
A10165,5650506,0.279173971
A10165,5650659,0.275321868
A10166,5650743,0.39920978
A10166,5650542,0.281248873
A10166,5649931,0.275909235
A10166,5650706,0.268562689
A10166,5650578,0.252734757
A10166,5650644,0.25232473
A10166,5649963,0.243111683
A10166,5649847,0.236128419
A10167,5650506,0.3639768470000001
A10167,5649648,0.362283818
A10167,5650752,0.361171058
A10167,5650570,0.354592461
A10167,5649903,0.290704522
A10167,5649607,0.286687636
A10167,5650562,0.269808745
A10167,5650408,0.267882767
A10168,5649919,0.242844051
A10168,5649815,0.24150820000000006
A10168,5649836,0.23028561600000005
A10168,5649857,0.216242668
A10168,5650752,0.211716484
A10168,5650746,0.209730779
A10168,5650506,0.20355536
A10168,5650465,0.201241609
A10169,5650743,0.410365701
A10169,5650544,0.32551113
A10169,5650704,0.321367314
A10169,5650746,0.298722346
A10169,5649838,0.298052178
A10169,5650562,0.288590688
A10169,5650659,0.279665192
A10169,5650506,0.278573578
A10170,5650542,0.392910745
A10170,5649815,0.391309628
A10170,5650570,0.359601076
A10170,5650506,0.345307729
A10170,5650560,0.312592669
A10170,5650746,0.310807757
A10170,5650640,0.309697771
A10170,5649836,0.304037887
A10171,5650746,0.30313728300000004
A10171,5649815,0.29868215800000003
A10171,5650752,0.284309282
A10171,5650659,0.266833765
A10171,5649836,0.261097156
A10171,5650506,0.257767582
A10171,5650465,0.25679212100000004
A10171,5649903,0.255104934
A10172,5650743,0.392575399
A10172,5650542,0.343513206
A10172,5650659,0.328008326
A10172,5650746,0.31093197100000003
A10172,5649681,0.283836111
A10172,5650516,0.276498793
A10172,5649963,0.270817531
A10172,5650560,0.26956055
A10173,5650506,0.346984986
A10173,5649931,0.335453589
A10173,5649919,0.331673654
A10173,5650743,0.328718271
A10173,5649630,0.303951116
A10173,5650057,0.278239458
A10173,5650558,0.27495197
A10173,5650704,0.271594797
A10174,5650743,0.310939126
A10174,5649648,0.282193959
A10174,5650752,0.276809723
A10174,5649815,0.260168484
A10174,5649630,0.257743282
A10174,5650506,0.251381016
A10174,5650704,0.242208333
A10174,5650560,0.237953635
A10175,5650743,0.377037455
A10175,5650578,0.3246133
A10175,5649950,0.313636121
A10175,5650746,0.290719592
A10175,5649838,0.27914421
A10175,5650706,0.271242102
A10175,5650542,0.264742975
A10175,5649836,0.261650615
A10176,5650743,0.395980588
A10176,5650494,0.383069982
A10176,5650570,0.375674632
A10176,5649950,0.311746621
A10176,5650659,0.291560149
A10176,5650706,0.286060928
A10176,5649815,0.279181214
A10176,5650510,0.278314226
A10177,5650752,0.397634451
A10177,5649851,0.388622008
A10177,5649963,0.31473968
A10177,5649857,0.312811248
A10177,5650506,0.30897588
A10177,5649648,0.307369009
A10177,5650656,0.29302607
A10177,5649653,0.292737512
A10178,5650743,0.339579355
A10178,5650752,0.269421003
A10178,5649653,0.26693549
A10178,5649648,0.258429016
A10178,5650486,0.25633901600000003
A10178,5650544,0.255864267
A10178,5650516,0.253728617
A10178,5650704,0.250761551
A10179,5650752,0.38946125
A10179,5650506,0.35022527600000003
A10179,5650544,0.338548753
A10179,5650578,0.337324426
A10179,5649950,0.315702932
A10179,5649679,0.307508177
A10179,5650743,0.303065757
A10179,5650746,0.260614084
A10180,5649815,0.377223412
A10180,5650752,0.377220433
A10180,5650578,0.34581802
A10180,5650516,0.3280538
A10180,5650656,0.317480397
A10180,5650570,0.31041735600000003
A10180,5649963,0.29407472100000004
A10180,5649897,0.288062522
A10181,5650743,0.502199929
A10181,5650752,0.488424906
A10181,5650506,0.425943773
A10181,5649648,0.415210613
A10181,5649815,0.3632928070000001
A10181,5650659,0.347904283
A10181,5649653,0.326033368
A10181,5649963,0.32044168
A10182,5650656,0.382704203
A10182,5650746,0.38074122
A10182,5650644,0.34795177200000005
A10182,5650486,0.337825547
A10182,5649963,0.337210405
A10182,5650752,0.321796735
A10182,5650659,0.298556453
A10182,5649815,0.296845024
A10183,5650743,0.358090964
A10183,5650518,0.307833973
A10183,5649836,0.297923992
A10183,5649908,0.292246496
A10183,5649630,0.282213673
A10183,5650659,0.281004388
A10183,5650486,0.272649669
A10183,5650544,0.269891545
A10184,5650746,0.357336625
A10184,5650743,0.355829581
A10184,5649607,0.319766284
A10184,5649908,0.310944559
A10184,5649630,0.302455345
A10184,5650455,0.280574675
A10184,5650486,0.280560656
A10184,5650057,0.26973234100000004
A10185,5650746,0.274734559
A10185,5649815,0.269411043
A10185,5650659,0.25492738800000003
A10185,5650656,0.25492502300000003
A10185,5650706,0.250534911
A10185,5649897,0.226401517
A10185,5650752,0.220829163
A10185,5649653,0.21792143100000005
A10186,5650743,0.413261941
A10186,5649950,0.33658872
A10186,5650746,0.335421316
A10186,5650570,0.310741224
A10186,5650752,0.298870217
A10186,5650506,0.280785253
A10186,5650562,0.276948395
A10186,5650544,0.273513327
A10187,5650743,0.452168468
A10187,5650542,0.356814446
A10187,5650746,0.304056667
A10187,5650644,0.295315404
A10187,5649607,0.287623084
A10187,5650580,0.277745609
A10187,5649963,0.272421947
A10187,5650578,0.271901609
A10188,5650544,0.336128283
A10188,5650423,0.288720539
A10188,5650640,0.287780068
A10188,5649838,0.284075777
A10188,5650656,0.27324845600000003
A10188,5650659,0.269599745
A10188,5649950,0.257692171
A10188,5649963,0.252240148
A10189,5650542,0.4069682220000001
A10189,5649701,0.339063164
A10189,5650506,0.295374721
A10189,5650659,0.27884294800000003
A10189,5650562,0.27478862
A10189,5650558,0.266483465
A10189,5650516,0.261231329
A10189,5649630,0.241758819
A10190,5649653,0.366194917
A10190,5650752,0.311302744
A10190,5650672,0.307182264
A10190,5650656,0.298479816
A10190,5649648,0.297795922
A10190,5650057,0.291001462
A10190,5650465,0.285939897
A10190,5650544,0.262546021
A10191,5650542,0.270300258
A10191,5650746,0.269554621
A10191,5649859,0.26063020600000003
A10191,5650516,0.253556826
A10191,5649950,0.250291242
A10191,5650494,0.248928127
A10191,5650506,0.248427211
A10191,5649838,0.246951505
A10192,5650506,0.388522386
A10192,5650746,0.378174135
A10192,5650570,0.3685830570000001
A10192,5650656,0.330105745
A10192,5650752,0.318892141
A10192,5649630,0.302531545
A10192,5650516,0.30163167
A10192,5650455,0.294269498
A10193,5650746,0.385471936
A10193,5650743,0.329079085
A10193,5650465,0.315352691
A10193,5650544,0.302604473
A10193,5650486,0.29998467
A10193,5650644,0.298339013
A10193,5650752,0.28915215
A10193,5650455,0.268373373
A10194,5650743,0.347667829
A10194,5650542,0.30165880300000003
A10194,5650494,0.2982983
A10194,5649878,0.279887247
A10194,5650746,0.278192202
A10194,5650659,0.27649193
A10194,5650562,0.26706099
A10194,5649903,0.259723585
A10195,5649842,0.318205764
A10195,5650656,0.308526951
A10195,5650746,0.304708142
A10195,5650659,0.290362925
A10195,5650492,0.28885591
A10195,5649653,0.280651926
A10195,5650057,0.279354758
A10195,5650752,0.278809711
A10196,5650752,0.398234494
A10196,5650743,0.35743175
A10196,5649857,0.348909125
A10196,5649963,0.339517846
A10196,5650570,0.334061559
A10196,5649653,0.307038716
A10196,5649630,0.306929192
A10196,5650644,0.285339563
A10197,5650743,0.276652535
A10197,5650752,0.27391211
A10197,5650506,0.259609359
A10197,5649815,0.252577861
A10197,5650672,0.228820395
A10197,5650455,0.214124717
A10197,5649950,0.204282436
A10197,5649836,0.198473672
A10198,5650475,0.315647061
A10198,5650489,0.300415316
A10198,5650578,0.277850927
A10198,5649653,0.276570378
A10198,5650644,0.268833168
A10198,5649963,0.266753594
A10198,5649950,0.262992117
A10198,5650529,0.262633143
A10199,5650752,0.442241547
A10199,5649653,0.37243072
A10199,5650494,0.30794078
A10199,5649679,0.303204603
A10199,5650644,0.282292267
A10199,5650746,0.275049432
A10199,5650486,0.27330903
A10199,5649815,0.267428229
A10200,5650743,0.360723326
A10200,5649838,0.326689574
A10200,5650542,0.29397448600000003
A10200,5650746,0.27139266
A10200,5649836,0.256431366
A10200,5650578,0.24007347
A10200,5649607,0.237396497
A10200,5650465,0.235707308
A10201,5650570,0.301117493
A10201,5650516,0.296422585
A10201,5650529,0.291385671
A10201,5650578,0.283692796
A10201,5649842,0.278295826
A10201,5650560,0.27511882600000004
A10201,5649950,0.27113766
A10201,5650506,0.270238136
A10202,5650494,0.27063075600000003
A10202,5650562,0.25982934
A10202,5650752,0.25872581
A10202,5649630,0.252271311
A10202,5649950,0.249720377
A10202,5650704,0.249391106
A10202,5649897,0.24520605
A10202,5649648,0.238184379
A10203,5650646,0.829696268
A10203,5649681,0.8114792040000001
A10203,5650743,0.3843764670000001
A10203,5650512,0.210044775
A10203,5649963,0.199807027
A10203,5650752,0.188425691
A10203,5650506,0.180091461
A10203,5649965,0.15927666
A10204,5650542,0.36452867
A10204,5650570,0.35719404
A10204,5650656,0.353384315
A10204,5650057,0.351907002
A10204,5649963,0.324503894
A10204,5650562,0.30888598300000003
A10204,5649815,0.294006525
A10204,5650492,0.279210275
A10205,5650743,0.361336162
A10205,5650455,0.32529795300000003
A10205,5650542,0.317279517
A10205,5650746,0.299475722
A10205,5649630,0.294884553
A10205,5650644,0.289448944
A10205,5650486,0.271230945
A10205,5649950,0.269161564
A10206,5650542,0.416619611
A10206,5649950,0.356516688
A10206,5649963,0.337595023
A10206,5650743,0.325990055
A10206,5649859,0.321997732
A10206,5649653,0.300443296
A10206,5650510,0.278624659
A10206,5650500,0.276943283
A10207,5650743,0.362279846
A10207,5650746,0.33736762200000003
A10207,5650752,0.28230362800000003
A10207,5649815,0.28002183
A10207,5650494,0.244966281
A10207,5650578,0.242674421
A10207,5650492,0.24226657
A10207,5650580,0.237433063
A10208,5650578,0.321451575
A10208,5650752,0.300093463
A10208,5649842,0.297075228
A10208,5650706,0.291004236
A10208,5650656,0.267893631
A10208,5649607,0.259603635
A10208,5650516,0.247795624
A10208,5649950,0.246289048
A10209,5649815,0.263579163
A10209,5650455,0.22539866
A10209,5649653,0.223919698
A10209,5650659,0.21930499
A10209,5650746,0.217774011
A10209,5650494,0.214328737
A10209,5650562,0.212055876
A10209,5649963,0.211979502
A10210,5650743,0.339113223
A10210,5649857,0.27605786600000004
A10210,5649815,0.275395117
A10210,5650659,0.26539976600000004
A10210,5649607,0.248920388
A10210,5649950,0.247575439
A10210,5649838,0.242141421
A10210,5650465,0.241727437
A10211,5650646,0.541492183
A10211,5649965,0.37875496
A10211,5650492,0.362386536
A10211,5649681,0.352002186
A10211,5649701,0.260507305
A10211,5649919,0.255322053
A10211,5650449,0.19371521
A10211,5649927,0.16011994699999998
A10212,5649607,0.322996469
A10212,5650752,0.299187602
A10212,5650656,0.289527012
A10212,5649815,0.289246603
A10212,5650455,0.28775264300000003
A10212,5650659,0.27171422100000003
A10212,5649963,0.271070485
A10212,5650408,0.268934456
A10213,5649630,0.316979539
A10213,5650656,0.311852815
A10213,5650570,0.30578556100000004
A10213,5650486,0.28942222
A10213,5650752,0.282590609
A10213,5650506,0.281058448
A10213,5650706,0.276268677
A10213,5649662,0.271395932
A10214,5649897,0.300105029
A10214,5650646,0.296789415
A10214,5650706,0.276848159
A10214,5649859,0.16880893100000002
A10214,5650656,0.168259546
A10214,5650752,0.15536656699999998
A10214,5649908,0.151450984
A10214,5649838,0.141698643
A10215,5650746,0.341070948
A10215,5649836,0.335865573
A10215,5650506,0.323180236
A10215,5649653,0.292850044
A10215,5650057,0.279656635
A10215,5650752,0.278324974
A10215,5650656,0.278173365
A10215,5649630,0.262926724
A10216,5650752,0.406341309
A10216,5650743,0.4030686
A10216,5650506,0.361944265
A10216,5650570,0.332199776
A10216,5650449,0.330811543
A10216,5650462,0.330142224
A10216,5650644,0.308441844
A10216,5649681,0.28195365
A10217,5650752,0.3823677170000001
A10217,5650506,0.371588821
A10217,5649815,0.326363165
A10217,5650706,0.306255053
A10217,5650492,0.291861469
A10217,5649648,0.278189048
A10217,5649963,0.277432869
A10217,5650516,0.269893706
A10218,5649701,0.395346548
A10218,5650527,0.329162849
A10218,5649908,0.293461536
A10218,5649653,0.28705584
A10218,5649607,0.281596691
A10218,5650562,0.234777979
A10218,5650659,0.211653691
A10218,5649965,0.21114921
A10219,5649950,0.278216151
A10219,5649653,0.258139991
A10219,5650057,0.247652719
A10219,5650516,0.247083547
A10219,5649630,0.245604278
A10219,5649662,0.245424543
A10219,5650752,0.239610785
A10219,5649679,0.238717014
A10220,5650743,0.345523913
A10220,5650057,0.318182019
A10220,5650492,0.298429319
A10220,5650570,0.296294924
A10220,5649950,0.292139134
A10220,5650659,0.277754459
A10220,5650558,0.27037753800000003
A10220,5650506,0.264162121
A10221,5649701,0.308887385
A10221,5649659,0.294796642
A10221,5650492,0.262916415
A10221,5649681,0.20452162
A10221,5649859,0.167333269
A10221,5649963,0.163743993
A10221,5650752,0.143498772
A10221,5650724,0.128911829
A10222,5649681,0.41612658
A10222,5650646,0.415153573
A10222,5650562,0.370907934
A10222,5649653,0.353113456
A10222,5649648,0.218618394
A10222,5650506,0.215255861
A10222,5650406,0.213994646
A10222,5650752,0.213505164
A10223,5650752,0.383975173
A10223,5650656,0.36890856
A10223,5650570,0.360881595
A10223,5649659,0.3431285020000001
A10223,5650544,0.331960227
A10223,5650580,0.318687317
A10223,5649681,0.299922899
A10223,5650644,0.282024591
A10224,5650568,0.798733468
A10224,5650752,0.186695292
A10224,5650529,0.150332457
A10224,5649950,0.14417545199999998
A10224,5649653,0.139050934
A10224,5649927,0.135879366
A10224,5649963,0.127649592
A10224,5649815,0.127210855
A10225,5650752,0.271215992
A10225,5649815,0.26556002100000003
A10225,5650640,0.228656912
A10225,5650644,0.227073669
A10225,5649903,0.22622625
A10225,5649648,0.222121235
A10225,5650506,0.219177213
A10225,5650455,0.216907345
A10226,5650568,0.917239627
A10226,5649681,0.290611441
A10226,5650527,0.245076112
A10226,5649701,0.211496415
A10226,5649815,0.146169043
A10226,5649950,0.129393616
A10226,5650646,0.125320699
A10226,5650692,0.111692312
A10227,5650743,0.419631158
A10227,5650646,0.361430965
A10227,5650752,0.344398566
A10227,5649630,0.330622083
A10227,5649903,0.330513377
A10227,5649815,0.325024232
A10227,5650746,0.31353357800000003
A10227,5650465,0.30158961300000003
A10228,5650656,0.36821348
A10228,5649903,0.32870314300000003
A10228,5650562,0.307166376
A10228,5650558,0.30094506
A10228,5650746,0.291303659
A10228,5650544,0.261580374
A10228,5649653,0.258925173
A10228,5650492,0.255896277
A10229,5650568,0.621623398
A10229,5649927,0.225996221
A10229,5649823,0.192409004
A10229,5649681,0.187970496
A10229,5649859,0.17649151
A10229,5650672,0.155896895
A10229,5650656,0.147494848
A10229,5650542,0.122026515
A10230,5649681,0.369981161
A10230,5650527,0.347521213
A10230,5649653,0.279654589
A10230,5650752,0.252560395
A10230,5649903,0.250079585
A10230,5649929,0.222951218
A10230,5650562,0.21912067
A10230,5650475,0.204147502
A10231,5650568,0.867167978
A10231,5650570,0.6361145
A10231,5649701,0.369062127
A10231,5650752,0.220260065
A10231,5649681,0.178961398
A10231,5649836,0.16649087199999998
A10231,5650516,0.15768623199999998
A10231,5650462,0.157132305
A10232,5650527,0.227729219
A10232,5650542,0.189737652
A10232,5650646,0.181599411
A10232,5650656,0.15920546900000002
A10232,5650506,0.13732333900000002
A10232,5650453,0.126591507
A10232,5650486,0.126047627
A10232,5649836,0.124391516
A10233,5650743,0.34683469100000003
A10233,5650752,0.28090970000000004
A10233,5650506,0.278914182
A10233,5649648,0.271438894
A10233,5649815,0.258696692
A10233,5650445,0.253981456
A10233,5649963,0.250547645
A10233,5650510,0.246477779
A10234,5649648,0.219916614
A10234,5649681,0.217837871
A10234,5650646,0.185610294
A10234,5649950,0.167170006
A10234,5650512,0.147786531
A10234,5649910,0.135528292
A10234,5649679,0.123813757
A10234,5650672,0.123310664
A10235,5650453,0.31093863
A10235,5650486,0.246699572
A10235,5650542,0.181129029
A10235,5650506,0.147337002
A10235,5649653,0.131783915
A10235,5649711,0.13136999
A10235,5649681,0.128957391
A10235,5649897,0.118798433
A10236,5650743,0.339812479
A10236,5650752,0.313022994
A10236,5649662,0.2828544
A10236,5650659,0.270042542
A10236,5649815,0.266438312
A10236,5650489,0.258955314
A10236,5650562,0.255268168
A10236,5650506,0.254339291
A10237,5650743,0.327654549
A10237,5650752,0.312932922
A10237,5649950,0.286153804
A10237,5649630,0.269448077
A10237,5650659,0.259289871
A10237,5649963,0.257130768
A10237,5650455,0.251312236
A10237,5649897,0.25051397
A10238,5650486,0.389176869
A10238,5650646,0.237696854
A10238,5650743,0.184623984
A10238,5649648,0.163365903
A10238,5650644,0.140428083
A10238,5650529,0.12961851900000002
A10238,5649963,0.113695512
A10238,5650057,0.112931943
A10239,5650492,0.31632219300000003
A10239,5650752,0.29866145
A10239,5650455,0.298386122
A10239,5649653,0.294547308
A10239,5650704,0.29000433
A10239,5650518,0.267720993
A10239,5650578,0.26558534300000003
A10239,5650057,0.26174609
A10240,5650646,0.333332629
A10240,5649648,0.24087806
A10240,5650562,0.194290121
A10240,5650449,0.179397433
A10240,5649701,0.17821936800000002
A10240,5650462,0.151424523
A10240,5649815,0.144162514
A10240,5650492,0.133663442
A10241,5650752,0.283364225
A10241,5649648,0.282355119
A10241,5649815,0.27471691800000003
A10241,5650706,0.27311767
A10241,5650510,0.271466552
A10241,5650578,0.265937103
A10241,5650506,0.259829749
A10241,5650562,0.259458743
A10242,5650568,0.834299995
A10242,5650743,0.404111848
A10242,5649681,0.249609685
A10242,5650644,0.205358424
A10242,5650512,0.192246149
A10242,5650562,0.185643283
A10242,5650752,0.159674726
A10242,5650475,0.146922813
A10243,5649815,0.321144412
A10243,5650746,0.286580625
A10243,5650752,0.275350753
A10243,5649630,0.268180379
A10243,5650580,0.224080012
A10243,5649653,0.208057814
A10243,5649950,0.196852344
A10243,5650453,0.190899126
A10244,5650542,0.36974643
A10244,5650578,0.359771698
A10244,5649836,0.343966255
A10244,5650562,0.332413654
A10244,5650570,0.327861564
A10244,5649963,0.289905058
A10244,5649648,0.269816602
A10244,5650057,0.257601837
A10245,5650743,0.30355245
A10245,5650562,0.265959884
A10245,5650746,0.150531585
A10245,5650500,0.133965989
A10245,5650506,0.130302471
